date_time,close
2024-07-08 17:00:00,231.93697805217198
2024-07-09 17:00:00,228.39006071852282
2024-07-10 17:00:00,276.9304151153883
2024-07-11 17:00:00,195.85682945712233
2024-07-12 17:00:00,234.6153257217802
2024-07-15 17:00:00,240.21601244846602
2024-07-16 17:00:00,260.79216410302615
2024-07-17 17:00:00,159.9727358855323
2024-07-18 17:00:00,146.636362829041
2024-07-19 17:00:00,132.90413064665836
2024-07-22 17:00:00,216.99935093128715
2024-07-23 17:00:00,184.92172298909918
2024-07-24 17:00:00,60.18135198685832
2024-07-25 17:00:00,93.1353827589162
2024-07-26 17:00:00,181.98432317517472
2024-07-29 17:00:00,168.6040284165192
2024-07-30 17:00:00,135.4005592123076
2024-07-31 17:00:00,236.29494685699592
2024-08-01 17:00:00,120.09235387444096
2024-08-02 17:00:00,46.40089239484769
2024-08-05 17:00:00,-54.03398898644264
2024-08-06 17:00:00,89.62762200487578
2024-08-07 17:00:00,54.34565395507434
2024-08-08 17:00:00,203.33605416770342
2024-08-09 17:00:00,176.47127252565588
2024-08-12 17:00:00,157.33754379535526
2024-08-13 17:00:00,241.9816506833631
2024-08-14 17:00:00,213.53256641223493
2024-08-15 17:00:00,283.11570746916186
2024-08-16 17:00:00,240.49716582088286
2024-08-19 17:00:00,270.88166225065834
2024-08-20 17:00:00,224.65468804192142
2024-08-21 17:00:00,238.6228548842364
2024-08-22 17:00:00,173.70335261775767
2024-08-23 17:00:00,248.35789463506262
2024-08-26 17:00:00,204.38885109013518
2024-08-27 17:00:00,211.62612657439695
2024-08-28 17:00:00,170.23915708365894
2024-08-29 17:00:00,183.6326453843567
2024-08-30 17:00:00,236.33006935664002
2024-09-03 17:00:00,91.50985346588732
2024-09-04 17:00:00,132.4410630507075
2024-09-05 17:00:00,131.54529697481757
2024-09-06 17:00:00,53.80655539478312
2024-09-09 17:00:00,165.59902374056128
2024-09-10 17:00:00,174.6916850218165
2024-09-11 17:00:00,219.8667472612724
2024-09-12 17:00:00,230.2996357483603
2024-09-13 17:00:00,229.65799109211366
2024-09-16 17:00:00,215.34995440341345
2024-09-17 17:00:00,203.98955788307012
2024-09-18 17:00:00,177.34123804581168
2024-09-19 17:00:00,281.4622655793801
2024-09-20 17:00:00,216.07715988604673
2024-09-23 17:00:00,225.5634872812343
2024-09-24 17:00:00,228.23999889778815
2024-09-25 17:00:00,201.92098906379306
2024-09-26 17:00:00,228.08829326026034
2024-09-27 17:00:00,199.73233250599424
2024-09-30 17:00:00,223.91603055584187
2024-10-01 17:00:00,155.98035192817133
2024-10-02 17:00:00,178.91904679688923
2024-10-03 17:00:00,171.53548129720093
2024-10-04 17:00:00,228.27108953870197
2024-10-07 17:00:00,149.14786753960198
2024-10-08 17:00:00,226.57057694094465
2024-10-09 17:00:00,243.14336659390938
2024-10-10 17:00:00,204.7744649716833
2024-10-11 17:00:00,233.48361696899156
2024-10-14 17:00:00,263.4642042221685
2024-10-15 17:00:00,187.3790092402469
2024-10-16 17:00:00,224.36642443782966
2024-10-17 17:00:00,214.48328399326329
2024-10-18 17:00:00,225.32094315355607
2024-10-21 17:00:00,203.9900498269917
2024-10-22 17:00:00,200.50786723588544
2024-10-23 17:00:00,145.71533242315036
2024-10-24 17:00:00,182.9606782123701
2024-10-25 17:00:00,179.74168303779243
2024-10-28 17:00:00,197.39192217589425
2024-10-29 17:00:00,199.6773425049587
2024-10-30 17:00:00,174.0458783832364
2024-10-31 17:00:00,67.71017942746221
2024-11-01 17:00:00,145.0759264151916
2024-11-04 17:00:00,134.3946745682315
2024-11-05 17:00:00,215.2524467215851
2024-11-06 17:00:00,331.442987508387
2024-11-07 17:00:00,298.1473691630481
2024-11-08 17:00:00,276.2396750674634
2024-11-11 17:00:00,255.83319526260198
2024-11-12 17:00:00,221.69919345253038
2024-11-13 17:00:00,225.46597385863674
2024-11-14 17:00:00,182.5106745911653
2024-11-15 17:00:00,115.80941683037872
2024-11-18 17:00:00,181.73219360816802
2024-11-19 17:00:00,198.61327475265898
2024-11-20 17:00:00,189.54614227829825
2024-11-21 17:00:00,221.14873705412083
2024-11-22 17:00:00,220.47851362940037
2024-11-25 17:00:00,226.94550520004213
2024-11-26 17:00:00,244.17715583984682
2024-11-27 17:00:00,199.65789259917346
2024-11-29 17:00:00,240.4190160427397
2024-12-02 17:00:00,230.83053752663022
2024-12-03 17:00:00,220.84244450397
2024-12-04 17:00:00,250.12377816850858
2024-12-05 17:00:00,219.00331886006006
2024-12-06 17:00:00,226.88064255927952
2024-12-09 17:00:00,185.2024944998766
2024-12-10 17:00:00,178.30546131157917
2024-12-11 17:00:00,235.76191733526957
2024-12-12 17:00:00,182.63079077467614
2024-12-13 17:00:00,188.04309477521383
2024-12-16 17:00:00,219.89094472019383
2024-12-17 17:00:00,179.46818254626305
2024-12-18 17:00:00,2.099998883742046
2024-12-19 17:00:00,90.46993573712552
2024-12-20 17:00:00,184.72208223291113
2024-12-23 17:00:00,197.22284211876104
2024-12-24 17:00:00,240.8404555401221
2024-12-26 17:00:00,203.38411769022332
2024-12-27 17:00:00,127.40043569053523
2024-12-30 17:00:00,89.10615063179466
2024-12-31 17:00:00,106.14461011431945
2025-01-02 17:00:00,109.34446258022035
2025-01-03 17:00:00,200.3631528272549
2025-01-06 17:00:00,202.09324055032175
2025-01-07 17:00:00,115.61534286004962
2025-01-08 17:00:00,148.33436039546723
2025-01-10 17:00:00,58.557031804940834
2025-01-13 17:00:00,115.3242006912451
2025-01-14 17:00:00,131.84966300783162
2025-01-15 17:00:00,240.3889934560002
2025-01-16 17:00:00,176.30658556389108
2025-01-17 17:00:00,229.93246485579766
2025-01-21 17:00:00,248.4443641065418
2025-01-22 17:00:00,250.1403803408357
2025-01-23 17:00:00,252.29197311976804
2025-01-24 17:00:00,206.9412225215665
2025-01-27 17:00:00,119.38387610281961
2025-01-28 17:00:00,208.74356169781186
2025-01-29 17:00:00,161.4745832439428
2025-01-30 17:00:00,204.28034868264967
2025-01-31 17:00:00,157.9894748780339
2025-02-03 17:00:00,125.28102959909029
2025-02-04 17:00:00,190.38343818277167
2025-02-05 17:00:00,199.55755753296853
2025-02-06 17:00:00,204.99663920262628
2025-02-07 17:00:00,134.80005947324935
2025-02-10 17:00:00,197.72217171542206
2025-02-11 17:00:00,185.9764072130347
2025-02-12 17:00:00,161.4595337917449
2025-02-13 17:00:00,231.55693756827168
2025-02-14 17:00:00,198.07749661008438
2025-02-18 17:00:00,206.77116471372483
2025-02-19 17:00:00,212.00527342117903
2025-02-20 17:00:00,173.04732125417286
2025-02-21 17:00:00,73.96066071051973
2025-02-24 17:00:00,99.66262955749062
2025-02-25 17:00:00,95.81562338430263
2025-02-26 17:00:00,121.3713830542556
2025-02-27 17:00:00,35.47709374935903
2025-02-28 17:00:00,174.80200955456985
2025-03-03 17:00:00,43.99122883950713
2025-03-04 17:00:00,21.43266034210228
2025-03-05 17:00:00,131.67280363319333
2025-03-06 17:00:00,11.679908751716539
2025-03-07 17:00:00,95.3157662526778
2025-03-10 17:00:00,-59.349371280105515
2025-03-11 17:00:00,-20.45401253228556
2025-03-12 17:00:00,52.70871692804667
2025-03-13 17:00:00,-19.91516576710228
2025-03-14 17:00:00,139.27154041127778
2025-03-17 17:00:00,139.18109162383416
2025-03-18 17:00:00,52.182031731710595
2025-03-19 17:00:00,139.47629595475837
2025-03-20 17:00:00,98.93721624459613
2025-03-21 17:00:00,109.34829354605608
2025-03-24 17:00:00,205.17319868863706
2025-03-25 17:00:00,168.00483439591562
2025-03-26 17:00:00,84.1041960767534
2025-03-27 17:00:00,90.73726558788303
2025-03-28 17:00:00,-10.655417693717936
2025-03-31 17:00:00,82.16988692150176
2025-04-01 17:00:00,105.19747766652745
2025-04-02 17:00:00,137.37877143381002
2025-04-03 17:00:00,-159.82702873045127
2025-04-04 17:00:00,-345.6823239807991
2025-04-07 17:00:00,-163.33263311677956
2025-04-08 17:00:00,-176.16522668462517
2025-04-09 17:00:00,365.9599341947296
2025-04-10 17:00:00,-27.435073495711094
2025-04-11 17:00:00,117.69837341675247
2025-04-14 17:00:00,131.63327990962944
2025-04-15 17:00:00,88.25635027815679
2025-04-16 17:00:00,-35.81860783594311
2025-04-17 17:00:00,30.806059823647956
2025-04-21 17:00:00,-85.96282547372948
2025-04-22 17:00:00,114.832514465234
2025-04-23 17:00:00,157.52640427589495
2025-04-24 17:00:00,218.88506048261752
2025-04-25 17:00:00,191.5909746260304
2025-04-28 17:00:00,157.40628750128326
2025-04-29 17:00:00,172.74877694470933
2025-04-30 17:00:00,152.51126339163784
2025-05-01 17:00:00,178.15512176439051
2025-05-02 17:00:00,239.9279169192796
2025-05-05 17:00:00,151.3297018332869
2025-05-06 17:00:00,108.11391990973698
2025-05-07 17:00:00,153.08590956478588
2025-05-08 17:00:00,174.5194865564299
2025-05-09 17:00:00,148.39732833102676
2025-05-12 17:00:00,332.3416027013918
2025-05-13 17:00:00,275.38403749838494
2025-05-14 17:00:00,233.97758892985348
2025-05-15 17:00:00,238.2819069849586
2025-05-16 17:00:00,256.3871341516642
2025-05-19 17:00:00,231.00561503111544
2025-05-20 17:00:00,191.7838103610993
2025-05-21 17:00:00,95.31676881784824
2025-05-22 17:00:00,136.16942021645718
2025-05-23 17:00:00,107.13219958530317
2025-05-27 17:00:00,247.556893980538
2025-05-28 17:00:00,163.5292389838528
2025-05-29 17:00:00,187.3338148751718
2025-05-30 17:00:00,168.54474351477006
2025-06-02 17:00:00,198.72965544564158
2025-06-03 17:00:00,215.26435068600836
2025-06-04 17:00:00,191.89632548589816
2025-06-05 17:00:00,149.311909835116
2025-06-06 17:00:00,222.84860577401923
2025-06-09 17:00:00,196.919648124177
2025-06-10 17:00:00,221.80651727527584
2025-06-11 17:00:00,183.32154196569059
2025-06-12 17:00:00,203.92496525876413
2025-06-13 17:00:00,120.49581512203713
2025-06-16 17:00:00,208.6824871682884
2025-06-17 17:00:00,133.54792650721652
2025-06-18 17:00:00,149.26648358787588
2025-06-20 17:00:00,138.35668154042605
2025-06-23 17:00:00,206.89101638835746
2025-06-24 17:00:00,249.05658597453748
2025-06-25 17:00:00,208.78125104257742
2025-06-26 17:00:00,244.44846679744887
2025-06-27 17:00:00,242.55794206838164
2025-06-30 17:00:00,247.73358161896704
2025-07-01 17:00:00,217.82039572111353
2025-07-02 17:00:00,236.50674651879285
2025-07-03 17:00:00,266.7519050350693
2025-07-07 17:00:00,186.08752376494863
2025-07-08 17:00:00,194.78395788736634
2025-07-09 17:00:00,230.9287536547199
2025-07-10 17:00:00,228.57785607814822
2025-07-11 17:00:00,189.39844180554746
2025-07-14 17:00:00,206.22031632111702
