date_time,cot_index,movement_index
2025-01-13 17:00:00,44.553716079384365,31.81196840826245
2025-01-14 17:00:00,44.553716079384365,4.361330498177402
2025-01-15 17:00:00,37.34862292426084,-2.843762656946126
2025-01-16 17:00:00,37.34862292426084,-2.843762656946126
2025-01-17 17:00:00,37.34862292426084,-2.843762656946126
2025-01-21 17:00:00,37.34862292426084,-11.555285540704737
2025-01-22 17:00:00,43.73455852571892,-5.169349939246658
2025-01-23 17:00:00,43.73455852571892,-5.169349939246658
2025-01-24 17:00:00,43.73455852571892,-5.169349939246658
2025-01-27 17:00:00,43.73455852571892,-5.169349939246658
2025-01-28 17:00:00,43.73455852571892,1.6119886593762658
2025-01-29 17:00:00,38.95782705548805,-3.164742810854598
2025-01-30 17:00:00,38.95782705548805,-3.164742810854598
2025-01-31 17:00:00,38.95782705548805,-3.164742810854598
2025-02-03 17:00:00,38.95782705548805,-3.164742810854598
2025-02-04 17:00:00,38.95782705548805,9.914945321992711
2025-02-05 17:00:00,27.779718509518023,-1.263163223977319
2025-02-06 17:00:00,27.779718509518023,-1.263163223977319
2025-02-07 17:00:00,27.779718509518023,-1.263163223977319
2025-02-10 17:00:00,27.779718509518023,-1.263163223977319
2025-02-11 17:00:00,27.779718509518023,-15.209599027946535
2025-02-12 17:00:00,30.273390036452003,-12.715927501012555
2025-02-13 17:00:00,30.273390036452003,-12.715927501012555
2025-02-14 17:00:00,31.005356300263927,-11.983961237200631
2025-02-18 17:00:00,31.005356300263927,-7.22672146401311
2025-02-19 17:00:00,36.61184193469773,-1.6202358295793076
2025-02-20 17:00:00,36.61184193469773,-1.6202358295793076
2025-02-21 17:00:00,37.5023568934153,-0.7297208708617333
2025-02-24 17:00:00,37.5023568934153,-7.051359185969062
2025-02-25 17:00:00,37.5023568934153,-7.051359185969062
2025-02-26 17:00:00,33.30164252234069,-11.252073557043673
2025-02-27 17:00:00,33.30164252234069,-11.252073557043673
2025-02-28 17:00:00,33.44570896666871,-3.9029139575921263
2025-03-03 17:00:00,33.44570896666871,-3.9029139575921263
2025-03-04 17:00:00,33.44570896666871,-3.9029139575921263
2025-03-05 17:00:00,17.573006377139382,-19.775616547121455
2025-03-06 17:00:00,17.573006377139382,-26.161552148579535
2025-03-07 17:00:00,17.573006377139382,-26.161552148579535
2025-03-10 17:00:00,17.573006377139382,-26.161552148579535
2025-03-11 17:00:00,17.573006377139382,-26.161552148579535
2025-03-12 17:00:00,4.050857086466115,-39.6837014392528
2025-03-13 17:00:00,4.050857086466115,-34.90696996902194
2025-03-14 17:00:00,4.050857086466115,-34.90696996902194
2025-03-17 17:00:00,4.050857086466115,-34.90696996902194
2025-03-18 17:00:00,4.050857086466115,-34.90696996902194
2025-03-19 17:00:00,11.059842691894286,-27.897984363593768
2025-03-20 17:00:00,11.059842691894286,-16.719875817623738
2025-03-21 17:00:00,12.078834149424852,-15.700884360093172
2025-03-24 17:00:00,12.078834149424852,-15.700884360093172
2025-03-25 17:00:00,12.078834149424852,-15.700884360093172
2025-03-26 17:00:00,58.07260641474149,30.29288790522347
2025-03-27 17:00:00,58.07260641474149,27.79921637828949
2025-03-28 17:00:00,64.74340030721169,34.47001027075969
2025-03-31 17:00:00,64.74340030721169,33.73804400694776
2025-04-01 17:00:00,64.74340030721169,33.73804400694776
2025-04-02 17:00:00,57.48138381650435,20.86954188180662
2025-04-03 17:00:00,65.32753638165397,28.715694446956242
2025-04-04 17:00:00,65.32753638165397,27.825179488238668
2025-04-07 17:00:00,65.32753638165397,27.825179488238668
2025-04-08 17:00:00,65.32753638165397,27.825179488238668
2025-04-09 17:00:00,82.396557260276,49.094914737935305
2025-04-10 17:00:00,82.396557260276,49.094914737935305
2025-04-11 17:00:00,82.396557260276,48.95084829360729
2025-04-14 17:00:00,82.396557260276,48.95084829360729
2025-04-15 17:00:00,82.396557260276,48.95084829360729
2025-04-16 17:00:00,98.61006027008972,81.03705389295034
2025-04-17 17:00:00,98.61006027008972,81.03705389295034
2025-04-21 17:00:00,98.61006027008972,81.03705389295034
2025-04-22 17:00:00,98.61006027008972,81.03705389295034
2025-04-23 17:00:00,99.50211665011976,81.92911027298038
2025-04-24 17:00:00,99.50211665011976,95.45125956365365
2025-04-25 17:00:00,99.50211665011976,95.45125956365365
2025-04-28 17:00:00,99.50211665011976,95.45125956365365
2025-04-29 17:00:00,99.50211665011976,95.45125956365365
2025-04-30 17:00:00,100.0,95.94914291353389
2025-05-01 17:00:00,100.0,88.94015730810571
2025-05-02 17:00:00,100.0,88.94015730810571
2025-05-05 17:00:00,100.0,87.92116585057515
2025-05-06 17:00:00,100.0,87.92116585057515
2025-05-07 17:00:00,100.0,87.92116585057515
2025-05-08 17:00:00,100.0,41.92739358525851
2025-05-09 17:00:00,100.0,41.92739358525851
2025-05-12 17:00:00,100.0,35.25659969278831
2025-05-13 17:00:00,100.0,35.25659969278831
2025-05-14 17:00:00,100.0,35.25659969278831
2025-05-15 17:00:00,100.0,42.51861618349565
2025-05-16 17:00:00,100.0,34.67246361834603
2025-05-19 17:00:00,100.0,34.67246361834603
2025-05-20 17:00:00,100.0,34.67246361834603
2025-05-21 17:00:00,96.41470337876562,31.08716699711165
2025-05-22 17:00:00,96.41470337876562,14.018146118489625
2025-05-23 17:00:00,96.41470337876562,14.018146118489625
2025-05-27 17:00:00,96.41470337876562,14.018146118489625
2025-05-28 17:00:00,81.27994953725528,-1.1166077230207208
2025-05-29 17:00:00,81.27994953725528,-1.1166077230207208
2025-05-30 17:00:00,81.27994953725528,-17.33011073283444
2025-06-02 17:00:00,81.27994953725528,-17.33011073283444
2025-06-03 17:00:00,81.27994953725528,-17.33011073283444
2025-06-04 17:00:00,82.15389102353232,-16.456169246557394
2025-06-05 17:00:00,82.15389102353232,-17.348225626587435
2025-06-06 17:00:00,82.15389102353232,-17.348225626587435
2025-06-09 17:00:00,82.15389102353232,-17.348225626587435
2025-06-10 17:00:00,82.15389102353232,-17.348225626587435
2025-06-11 17:00:00,98.99481468167436,-0.5073019684454039
2025-06-12 17:00:00,98.99481468167436,-1.005185318325644
2025-06-13 17:00:00,98.99481468167436,-1.005185318325644
2025-06-16 17:00:00,98.99481468167436,-1.005185318325644
2025-06-17 17:00:00,98.99481468167436,-1.005185318325644
2025-06-18 17:00:00,100.0,0.0
2025-06-20 17:00:00,100.0,0.0
2025-06-23 17:00:00,100.0,0.0
2025-06-24 17:00:00,100.0,0.0
2025-06-25 17:00:00,89.20631922923945,-10.793680770760545
2025-06-26 17:00:00,89.20631922923945,-10.793680770760545
2025-06-27 17:00:00,89.20631922923945,-10.793680770760545
2025-06-30 17:00:00,89.20631922923945,-10.793680770760545
2025-07-01 17:00:00,89.20631922923945,-10.793680770760545
2025-07-02 17:00:00,67.60064439885198,-32.39935560114802
2025-07-03 17:00:00,67.60064439885198,-32.39935560114802
2025-07-07 17:00:00,67.60064439885198,-28.81405897991364
2025-07-08 17:00:00,67.60064439885198,-28.81405897991364
2025-07-09 17:00:00,84.44829786564341,-11.966405513122211
2025-07-10 17:00:00,84.44829786564341,-11.966405513122211
2025-07-11 17:00:00,84.44829786564341,3.1683483283881344
2025-07-14 17:00:00,84.44829786564341,3.1683483283881344
2025-07-15 17:00:00,84.44829786564341,3.1683483283881344
2025-07-16 17:00:00,94.43848308739159,13.158533550136312
2025-07-17 17:00:00,94.43848308739159,13.158533550136312
2025-07-18 17:00:00,94.43848308739159,12.284592063859264
2025-07-21 17:00:00,94.43848308739159,12.284592063859264
2025-07-22 17:00:00,94.43848308739159,12.284592063859264
2025-07-23 17:00:00,94.81991455706164,12.666023533529312
2025-07-24 17:00:00,94.81991455706164,12.666023533529312
2025-07-25 17:00:00,94.81991455706164,-4.174900124612719
2025-07-28 17:00:00,94.81991455706164,-4.174900124612719
2025-07-29 17:00:00,94.81991455706164,-4.174900124612719
2025-07-30 17:00:00,90.12255596283546,-8.872258718838893
2025-07-31 17:00:00,90.12255596283546,-8.872258718838893
2025-08-01 17:00:00,90.12255596283546,-9.877444037164537
2025-08-04 17:00:00,90.12255596283546,-9.877444037164537
2025-08-05 17:00:00,90.12255596283546,-9.877444037164537
2025-08-06 17:00:00,84.95219945460737,-15.047800545392633
2025-08-07 17:00:00,84.95219945460737,-4.254119774632088
2025-08-08 17:00:00,84.95219945460737,-4.254119774632088
2025-08-11 17:00:00,84.95219945460737,-4.254119774632088
2025-08-12 17:00:00,84.95219945460737,-4.254119774632088
2025-08-13 17:00:00,84.95219945460737,-4.254119774632088
2025-08-14 17:00:00,84.95219945460737,17.351555055755384
2025-08-15 17:00:00,66.72961859714485,-0.871025801707134
